timestamp,accX,accZ
0,0.11406249999999998,1.282734375
1,0.05046676584473355,0.042479160147230424
2,0.041698203565346245,0.14840084677884385
3,0.20909774453289737,0.05574883635982785
4,0.24318791981777335,0.08798575288592453
5,0.22454892858702113,0.09103452896919353
6,0.34550697414810705,0.025125022305788683
7,0.09904223980369431,0.0667704523467721
8,0.016270067516204013,0.07975600646306188
9,0.32573637194577537,0.5215709951744868
10,0.16679943112157639,0.04591856306834314
11,0.1883074948245655,0.07214281941055695
12,0.23682805617216168,0.17096075925624982
13,0.25231969604349186,0.2633825108305163
14,0.1559296008655465,0.2684691689241685
15,0.34193513434785067,0.23359173240162706
16,0.1847776500932481,0.07175803591426087
17,0.11963623913363773,0.14410048340811632
18,0.021111122299462177,0.15909211857602765
19,0.37708167801281933,0.1861055220165219
20,0.14984711639075302,0.19457187048869687
21,0.35464794486211515,0.35577714129434757
22,0.14242357674427414,0.8927813214500661
23,0.22015061732985894,0.910341401182203
24,0.2592056803149043,0.28858255014972756
25,0.1362220210221138,0.3563887348010145
26,0.22970986091785184,0.11905622254429515
27,0.318840425094705,0.10915414408639455
28,0.2942455703444887,0.07893086162286574
29,0.3061839935895907,0.05777717191202755
30,0.1185890434194254,0.0442058307148965
31,0.11113179175497394,0.11434309609012758
32,0.07609692193072758,0.21197200624245935
33,0.2183543293099155,0.1663742006792111
34,0.49839858020293853,0.13720149981309276
35,0.08969515532445292,0.07702412930890747
36,0.1961978709821326,0.6139121048843212
37,0.1749657452667183,0.060097810161196086
38,0.13694354299105596,0.08951975268711217
39,0.22643862396663864,0.12834095111577165
40,0.06842911713145794,0.09713609885169724
41,0.19728972179230866,0.09112243898540484
42,0.18133711201339725,0.03095732082869292
43,0.09405257537336781,0.03404053663380825
44,0.18625742415269614,0.12062774741874531
45,0.6504089873163463,1.7910160128127108
46,0.2592884420984223,0.18000128874363117
47,0.03455768759895321,0.1661003262436655
48,0.4137322994099759,0.12708698883963798
49,0.5248897159354694,0.09703231789043411
50,0.15569601331825303,0.04948043421838911
51,0.14650270811137744,0.02423885371949512
52,0.3162916682250478,0.2164408002414714
53,0.6363057845282301,0.04370226973308566
54,0.5611358224617596,0.3482737956810743
55,0.12254538045044375,0.11356489120489742
56,0.3971323504325395,0.516529348562594
57,0.3755782585255848,0.20366623216855778
58,0.7021717311404303,0.7508846438667757
59,0.42214956655986924,0.7912038543725903
60,0.2648066071114861,0.334091749524178
61,0.2729765904954923,0.22062858505350857
62,0.2551664226706053,0.1294876844303527
63,0.009375000000000001,0.320234375
