timestamp,accX,accZ
0,0.24273437500000003,0.9947656250000001
1,0.052156722418422924,0.00874070115136289
2,0.11695094777095177,0.021199448868503265
3,0.05166297106539642,0.023128947684365103
4,0.07599271466144984,0.026135223596464776
5,0.020689021845972797,0.02516774225852875
6,0.06644368058427573,0.03744876208311458
7,0.08176541453695325,0.022641037445579108
8,0.08162355991389553,0.07739143358104694
9,0.04832172993769202,0.03618266239691109
10,0.05913611241363293,0.0259070324936417
11,0.02142780530103612,0.04142719132521617
12,0.059921954495537895,0.037485091751480425
13,0.05497021908075223,0.05693664647932783
14,0.11985598366833096,0.033396060985671217
15,0.07743361385050554,0.018336241799031375
16,0.06928420072241584,0.04971016125856908
17,0.09247447599001064,0.03607847913019041
18,0.09075437709458439,0.03055816235674122
19,0.10797665524970833,0.05212427417328391
20,0.0851967478395189,0.050771688393088606
21,0.03496728730743384,0.04377879911501826
22,0.0823461308120921,0.3422554567734666
23,0.03304430026858321,0.08745946071573538
24,0.11127418188145362,0.04466742014058224
25,0.05051231157112959,0.07290712556179602
26,0.05471747080500519,0.04190407769502879
27,0.08250171302440887,0.0077941130858301955
28,0.06337563777097355,0.05712457270311071
29,0.054255680495522686,0.05214745283518862
30,0.118693840567882,0.08566764582801596
31,0.033673478117521714,0.01746244509309019
32,0.16559161959012764,0.04241818082961857
33,0.08127335933829717,0.030369905735154547
34,0.11444937899913808,0.04338761070893641
35,0.07223873584390182,0.012614322803111146
36,0.10188474767553792,0.01313022231814308
37,0.050230339936289566,0.20104107657647075
38,0.1067297714361161,0.0360355857702275
39,0.05741893186496017,0.03993548376866188
40,0.042709002680392134,0.046562429151960585
41,0.08992414873505532,0.04830224776596844
42,0.06069578462697699,0.05840161205836379
43,0.06792165020323578,0.08791007795853893
44,0.2280142912986051,0.1264670946463224
45,0.13444175296983157,0.20569174767935866
46,0.08405043853737319,0.03635968414675821
47,0.0920153276488853,0.07572231161055357
48,0.12158941677629269,0.025325503774300755
49,0.0575607215725015,0.07569371122076402
50,0.14582840667791475,0.03643036776316296
51,0.2943711307627186,0.03155168634902608
52,0.21258260985965324,0.11343782343323969
53,0.1441994348141199,0.01486772135471217
54,0.17443555839335148,0.07243993052073511
55,0.15976793993481966,0.13298932063466135
56,0.27043607035964334,0.13815737115521187
57,0.2719660357412858,0.04679897419769676
58,0.17139907266358442,0.09859153573715543
59,0.10752159694729804,0.48552519036908265
60,0.15523127938938744,0.10911701105451178
61,0.06222164443818234,0.0907764677002952
62,0.14662778822642233,0.025231039960034753
63,0.023984374999999974,0.029765625000000018
