timestamp,accX,accZ
0,0.402890625,0.9671875
1,0.02099071009186099,0.0462828898463048
2,0.04568961344562676,0.08417489662384005
3,0.04502188445951824,0.027913215801484502
4,0.056181527872092255,0.04898578595698739
5,0.1767495608504419,0.05503323858265634
6,0.19084658706932953,0.044527662179529234
7,0.15831607234807463,0.07103195067056424
8,0.13406039220252206,0.04711847672950026
9,0.15396495076342168,0.08397621635922331
10,0.08177178321159767,0.09272393820713909
11,0.0709902523337386,0.12059073848123716
12,0.11346912280109213,0.06014356675737898
13,0.06586968161370985,0.04575878009039895
14,0.07928385844686374,0.017984174242580683
15,0.015752717815083278,0.038627869171224564
16,0.10492631853122245,0.027216410008272834
17,0.050806542899049574,0.18877509283092453
18,0.10371502047541552,0.08056118499176734
19,0.08316889994430895,0.08088863582309548
20,0.07784552925507542,0.06575903152203491
21,0.25426537103241176,0.6222204452368173
22,0.09858999121904923,0.720970837907672
23,0.09981104385338556,0.34458103157661896
24,0.043901017617303514,0.16365242726997015
25,0.018001322239546546,0.0658667737677904
26,0.16389951803395747,0.033253118868654015
27,0.038064386634867296,0.03567952699019256
28,0.032448640196205934,0.06393153117403269
29,0.11040316507573372,0.10714353756839297
30,0.10716972887390698,0.03623290595524726
31,0.16053871246142978,0.028853888544100217
32,0.15955909931669415,0.05008804267148544
33,0.016642319417769703,0.038279188165454774
34,0.022222185708230074,0.04869511266268616
35,0.13419974669596046,0.06691211817694165
36,0.03234104770379477,0.04002900514703954
37,0.09957833552061927,0.05149905176544764
38,0.1336819808147301,0.06921576861145828
39,0.1340216010024796,0.08017578002392732
40,0.09429080277645646,0.0998444390436264
41,0.03536536988253011,0.167467809712874
42,0.14714494806886,0.11418307518280948
43,0.43689288755133393,0.5197802809395077
44,0.19278426908138718,0.11585910299505549
45,0.16396510627111247,0.14375221850971134
46,0.14403085634125712,0.04742512384877815
47,0.22768828489274226,0.10737098223321072
48,0.15523703027876015,0.10377074637200429
49,0.2286723746671422,0.08160714149017238
50,0.04255397707611705,0.13648373194489408
51,0.1159721343869914,0.15758590906474187
52,0.12559913400031322,0.15602544914905833
53,0.24015117516574291,0.12864997914480358
54,0.47585110600584546,0.2750534944435319
55,0.23715130303229107,0.12706675251386743
56,0.1106849216338227,0.12395819840131561
57,0.09159138657172873,0.12049594552886339
58,0.15288900010768125,0.09265554200789379
59,0.412420790067413,0.19812732890126739
60,0.14447867399911227,0.3758511573896718
61,0.29084404308327966,0.15385820690508956
62,0.043454651374023885,0.026008151824886815
63,0.11648437500000003,0.07156250000000008
