timestamp,accX,accZ
0,-0.84,3.32
1,0.91,2.66
2,0.11,3.31
3,-1.65,2.83
4,1.73,-2.63
5,-0.17,-2.05
6,-1.44,4.43
7,-3.08,1.88
8,2.54,4.35
9,-1.3,2.39
10,1.88,-3.32
11,0.02,1.16
12,-4.07,2.5
13,2.15,3.0
14,-4.18,-2.83
15,6.66,2.08
16,-0.0,-4.67
17,-3.61,5.07
18,5.84,2.43
19,-2.93,3.91
20,1.36,0.78
21,0.96,-1.63
22,-0.19,-0.89
23,0.19,2.41
24,1.12,3.49
25,-2.28,-0.18
26,1.42,2.74
27,2.61,-3.64
28,-1.35,3.01
29,2.67,2.29
30,-2.96,2.73
31,1.25,-1.88
32,2.26,-0.34
33,0.27,-3.01
34,0.54,2.84
35,0.79,2.07
36,0.51,4.04
37,0.14,1.68
38,1.29,-2.1
39,-0.84,-2.18
40,0.62,4.14
41,1.22,2.49
42,-2.65,3.9
43,1.53,0.47
44,-0.58,-3.28
45,-0.74,1.45
46,1.25,2.34
47,0.04,3.72
48,-1.01,-3.61
49,2.89,-0.09
50,-0.71,-4.02
51,-2.31,4.77
52,0.3,1.01
53,0.32,4.74
54,-1.77,0.39
55,-0.5,-2.63
56,1.94,-0.67
57,-1.19,2.82
58,-0.4,3.83
59,-0.06,0.77
60,-0.3,1.98
61,2.01,-3.82
62,-3.39,2.31
63,2.48,2.2
64,-1.3,3.8
65,2.19,-1.82
66,-1.55,-1.0
67,1.85,-1.61
68,0.72,3.07
69,0.75,2.55
70,-0.15,3.54
71,0.21,2.38
72,0.53,-2.08
73,-2.12,-0.1
74,2.34,3.57
75,-2.07,2.57
76,2.0,-0.81
77,1.5,-0.34
78,-0.96,-2.78
79,-1.86,2.72
80,1.68,2.24
81,0.32,4.3
82,0.96,-2.07
83,3.27,-0.49
84,-0.28,-3.36
85,-0.88,4.83
86,2.74,1.4
87,-1.61,4.27
88,4.49,2.48
89,-0.6,-3.01
90,1.14,0.35
91,-0.68,2.85
92,1.67,4.43
93,-2.03,-0.52
94,1.36,2.77
95,-0.55,-4.76
96,-1.67,3.16
97,1.53,2.17
98,1.23,4.3
99,0.4,-2.38
100,0.95,-0.05
101,1.38,-2.45
102,0.48,3.69
103,-0.19,1.94
104,-0.14,3.67
105,-0.21,2.03
106,1.68,-2.28
107,-2.98,-0.08
108,1.75,3.55
109,0.26,3.12
110,0.51,0.39
111,0.81,0.11
112,-0.8,-2.88
113,-2.24,2.5
114,0.71,2.48
115,0.03,4.3
116,0.81,-2.34
117,2.58,0.36
118,-1.31,-4.27
119,-0.07,4.79
120,2.2,0.76
121,-1.53,5.07
122,2.08,2.24
123,-0.13,-2.42
124,0.07,-0.04
125,-0.45,2.41
126,-0.27,3.93
127,-0.93,0.5
