timestamp,accX,accZ
0,2.38,-1.76
1,-3.25,-0.47
2,2.77,-1.27
3,-2.87,0.67
4,4.86,0.07
5,0.42,2.83
6,2.23,-1.02
7,-6.12,1.31
8,1.62,-3.46
9,-1.07,2.35
10,-2.87,2.83
11,1.77,1.45
12,-4.76,-0.37
13,0.06,-0.95
14,-2.73,-3.41
15,-1.83,2.73
16,-1.73,3.78
17,1.44,2.58
18,-1.22,2.98
19,-3.04,2.56
20,1.17,-2.42
21,-3.7,3.65
22,4.63,3.47
23,-1.81,1.59
24,-2.76,1.7
25,0.56,-2.88
26,0.59,-0.15
27,5.66,2.24
28,0.93,0.86
29,-0.96,4.83
30,0.9,-0.94
31,-1.21,1.6
32,3.34,-1.4
33,-2.27,2.57
34,2.69,1.32
35,-1.25,2.59
36,0.99,0.31
37,0.51,-0.35
38,0.74,-0.91
39,0.28,1.48
40,1.81,2.29
41,-0.17,2.45
42,2.7,2.38
43,-0.36,-1.76
44,0.61,-1.24
45,4.3,4.33
46,-1.07,1.18
47,0.3,4.91
48,3.97,1.69
49,-2.0,-1.33
50,2.61,-0.58
51,2.67,2.32
52,3.77,5.16
53,0.66,2.53
54,-1.03,-0.66
55,4.52,-1.79
56,1.79,-1.73
57,-1.01,3.81
58,-2.51,1.58
59,5.99,3.18
60,-3.34,3.65
61,4.72,-0.26
62,-2.23,2.34
63,1.21,2.81
64,2.74,3.37
65,0.23,1.99
66,3.27,3.7
67,0.43,-1.8
68,-2.03,0.39
69,5.51,-0.01
70,-0.95,2.47
71,3.0,0.62
72,-0.39,-1.06
73,-3.13,-4.1
74,-3.81,0.17
75,0.08,0.89
76,-0.71,1.4
77,-0.99,-0.2
78,-8.19,2.13
79,-2.89,-4.64
80,-0.24,1.71
81,-0.63,0.63
82,3.91,0.62
83,-1.6,2.53
84,-1.48,2.89
85,1.98,-2.8
86,-2.4,2.63
87,3.62,0.5
88,-0.27,3.96
89,-0.28,1.32
90,0.82,0.74
91,0.39,-0.96
92,-1.15,0.31
93,1.04,1.55
94,0.67,4.44
95,2.37,-1.99
96,-1.2,2.28
97,2.57,-2.07
98,-3.65,1.07
99,0.8,1.73
100,-1.86,2.9
101,1.25,-2.53
102,1.78,-0.12
103,0.81,-3.55
104,3.61,0.82
105,2.42,1.54
106,-1.45,1.62
107,3.92,-0.4
108,-2.09,-1.08
109,0.79,-3.42
110,-3.78,0.78
111,-0.41,3.27
112,-1.6,1.15
113,-2.89,2.64
114,5.58,3.68
115,-4.44,-3.59
116,-1.02,4.16
117,0.79,2.61
118,1.72,2.91
119,3.32,2.97
120,-0.67,2.81
121,1.41,-1.66
122,0.71,3.8
123,1.59,3.02
124,-2.06,1.01
125,-0.15,1.14
126,4.19,-0.13
127,0.39,-3.07
