timestamp,accX,accZ
0,-1.4,2.99
1,1.29,3.24
2,1.66,-0.89
3,2.26,-1.72
4,0.34,-3.4
5,0.02,3.37
6,-1.08,3.84
7,1.41,3.1
8,0.29,3.06
9,2.39,-4.03
10,-1.57,-2.97
11,0.08,6.58
12,-1.81,2.12
13,0.73,3.63
14,-0.86,2.71
15,1.43,-4.38
16,0.31,-0.26
17,-1.33,4.06
18,1.39,3.27
19,-0.92,-1.69
20,4.62,0.89
21,-0.88,-5.2
22,-0.43,3.85
23,0.76,1.73
24,-0.21,5.0
25,3.36,-0.44
26,0.02,-1.23
27,1.28,-2.79
28,0.88,4.84
29,0.47,3.35
30,-0.54,2.03
31,-1.79,3.55
32,1.87,-3.33
33,-2.25,-0.85
34,1.43,5.62
35,-2.1,2.33
36,3.04,-0.07
37,-1.76,-0.68
38,2.48,-3.02
39,1.79,2.54
40,-2.12,3.83
41,2.41,4.09
42,-0.54,-1.64
43,4.11,0.65
44,-0.03,-5.61
45,-1.74,7.05
46,1.49,1.14
47,-0.66,4.43
48,3.94,1.94
49,-1.42,-3.11
50,1.17,-2.5
51,-0.95,4.09
52,1.34,4.46
53,-1.25,1.64
54,-2.02,4.03
55,4.57,-4.65
56,-4.21,-1.33
57,1.06,3.99
58,-0.34,1.83
59,2.91,1.01
60,-0.27,-0.25
61,2.18,-3.99
62,-1.33,2.48
63,0.68,3.76
64,2.53,4.24
65,-2.39,-1.15
66,6.52,-0.45
67,-1.31,-3.88
68,-0.49,5.81
69,2.69,1.99
70,-1.59,4.83
71,2.88,1.87
72,-1.35,-2.55
73,1.34,-1.86
74,-1.72,5.56
75,4.71,4.48
76,-1.55,1.16
77,1.31,1.97
78,2.5,-4.65
79,-2.09,1.3
80,2.77,3.32
81,-1.94,3.37
82,2.09,-1.72
83,0.62,-0.69
84,-0.21,-3.5
85,1.14,3.94
86,-0.87,3.1
87,1.67,4.27
88,-0.79,1.42
89,2.69,-1.91
90,-1.18,-4.41
91,0.51,7.03
92,-0.3,1.34
93,-0.87,4.96
94,0.32,2.03
95,-0.54,-3.52
96,1.08,-1.62
97,-0.53,4.18
98,3.19,4.36
99,-1.42,-0.09
100,3.25,0.92
101,2.57,-5.5
102,-2.82,0.51
103,0.87,2.92
104,1.18,3.43
105,1.61,-1.12
106,0.88,-0.86
107,0.53,-4.61
108,0.4,3.25
109,2.23,3.06
110,-0.86,3.12
111,0.9,1.88
112,2.57,-3.59
113,-1.4,-3.29
114,0.03,6.23
115,-1.14,2.42
116,-1.95,3.4
117,0.87,3.31
118,-0.23,-3.69
119,0.97,-0.67
120,-0.99,4.8
121,0.38,3.47
122,-0.59,-1.19
123,2.68,1.26
124,2.67,-5.36
125,-1.18,3.06
126,1.4,2.7
127,0.41,3.22
