timestamp,accX,accZ
0,0.25828125,0.97375
1,0.0865837761436258,0.055947580253283766
2,0.12486376328398473,0.021108795112766695
3,0.07274025225764721,0.09105600247195518
4,0.19204768861850674,0.036839680856337584
5,0.0592088311443836,0.03905218429814393
6,0.150631657636493,0.2843764230679873
7,0.03620413564565227,0.03007938219986488
8,0.04827119811765844,0.026719975302020915
9,0.09506114377916783,0.05762251804639287
10,0.07163313793998848,0.04285988977521488
11,0.06772767540294278,0.023150232731921308
12,0.1373032583582845,0.014497776597021006
13,0.11477477900181363,0.045524036794452445
14,0.07146015446298791,0.03539223381093475
15,0.0493333886138734,0.037971914215912464
16,0.16115193255981564,0.1948693897109446
17,0.08613913882985445,0.06685424551446859
18,0.06884745110445013,0.006221112397990357
19,0.046654352925123876,0.046684263424815686
20,0.06875464496065158,0.03295263509378946
21,0.03723564045268827,0.03824288575077558
22,0.14609367324396375,1.7544658616616362
23,0.080474601174199,0.013322165988775852
24,0.035119141647456366,0.07831795803831337
25,0.020677676557145783,0.07872372262596891
26,0.06468671118479184,0.01989763823649736
27,0.0419083019492675,0.055589819251250984
28,0.2048548154751964,0.20559835860707434
29,0.12932443950598252,0.05948755891607325
30,0.1311931790834631,0.013095132897525976
31,0.16521734452680703,0.03936557712865179
32,0.17177987056282393,0.029356421384682797
33,0.13538987337950867,0.03061479049904329
34,0.02126531303582948,0.02649086432816665
35,0.07135103912403669,0.09848954157155565
36,0.06851117705633808,0.030316111043995272
37,0.11144185039890564,0.04363563494414392
38,0.07555777802808049,0.4998475318514885
39,0.1213769549034614,0.04298589514023548
40,0.07915162954997036,0.07879005730678448
41,0.06612769035819786,0.01840704118688723
42,0.13044837509318818,0.043703728320826724
43,0.19685650790057244,0.03128631301958574
44,0.28132589219021514,0.9796757589634866
45,0.10542128180521015,0.03045934834814875
46,0.11037822091543283,0.040857796100249116
47,0.03855084889424854,0.07262732201000224
48,0.14045664019810677,0.04501570271784091
49,0.05161738303320304,0.15880826609960125
50,0.3906609380882271,0.043033535513503494
51,0.17006181947779062,0.1108969962599937
52,0.03547138473417388,0.025310511705853755
53,0.2143707040748134,0.11740812457100086
54,0.3482369529016986,0.09238779734077962
55,0.7807395716960921,0.43125666588275574
56,0.12958108104508015,0.04502517348535688
57,0.11095007604172002,0.010008313911786746
58,0.117404824953527,0.045217175904417976
59,0.12086011551685863,0.05739877360054138
60,0.22563813730402305,0.7988376890081589
61,0.08478903999232515,0.05101435650712543
62,0.036936292492370494,0.09733776884562165
63,0.06234375,0.12750000000000006
